seller_id,seller_zip_code_prefix,seller_city,seller_state
SLR01107,16200,Pitapuram,Andhra Pradesh
SLR01108,5782,Akkarampalle,Andhra Pradesh
SLR01109,26112,Ramagundam,Andhra Pradesh
SLR01110,29156,Ziauddin Pur,Delhi
SLR01111,13272,Nagarkurnool,Andhra Pradesh
SLR01112,13101,Alwal,Andhra Pradesh
SLR01113,13043,Alwal,Andhra Pradesh
SLR01114,4111,Akkarampalle,Andhra Pradesh
SLR01115,13820,Chandia,Madhya Pradesh
SLR01116,3087,Akkarampalle,Andhra Pradesh
SLR01117,9370,Chhuikhadan,Chhattisgarh
SLR01118,12903,,
SLR01119,35590,Chincholi,Karnataka
SLR01120,95690,Vadgaon,Maharashtra
SLR01121,4216,Akkarampalle,Andhra Pradesh
SLR01122,4119,Akkarampalle,Andhra Pradesh
SLR01123,2755,Akkarampalle,Andhra Pradesh
SLR01124,3057,Akkarampalle,Andhra Pradesh
SLR01125,9570,Vinukonda,Andhra Pradesh
SLR01126,9070,Bheemavaram,Andhra Pradesh
SLR01127,25963,Mungeli,Chhattisgarh
SLR01128,13604,Yemmiganur,Andhra Pradesh
SLR01129,18480,Bhind,Madhya Pradesh
SLR01130,13330,Mehmand,Chhattisgarh
SLR01131,9810,Adoni,Andhra Pradesh
SLR01132,9010,Bheemavaram,Andhra Pradesh
SLR01133,37564,Goredi Chancha,Rajasthan
SLR01134,13015,Alwal,Andhra Pradesh
SLR01135,3513,Akkarampalle,Andhra Pradesh
SLR01136,7113,Bestavaripeta,Andhra Pradesh
SLR01137,14406,Adilabad,Andhra Pradesh
SLR01138,18680,Bandarulanka,Andhra Pradesh
SLR01139,4308,Akkarampalle,Andhra Pradesh
SLR01140,14940,Tarsali,Gujarat
SLR01141,89218,Pithora,Chhattisgarh
SLR01142,81350,Anakapalle,Andhra Pradesh
SLR01143,1209,Akkarampalle,Andhra Pradesh
SLR01144,6290,Nagari,Andhra Pradesh
SLR01145,11704,Mahendragarh,Haryana
SLR01146,7122,Bestavaripeta,Andhra Pradesh
SLR01147,22785,Badepalle,Andhra Pradesh
SLR01148,7094,Bestavaripeta,Andhra Pradesh
SLR01149,9895,Adoni,Andhra Pradesh
SLR01150,8215,Akkarampalle,Andhra Pradesh
SLR01151,13561,Guntur,Andhra Pradesh
SLR01152,5319,Akkarampalle,Andhra Pradesh
SLR01153,30710,Anantapur,Andhra Pradesh
SLR01154,86707,Renigunta,Andhra Pradesh
SLR01155,83605,Gondal,Gujarat
SLR01156,18131,Bodhan,Andhra Pradesh
SLR01157,14804,Singapur,Andhra Pradesh
SLR01158,2274,Akkarampalle,Andhra Pradesh
SLR01159,25550,Teegalapahad,Andhra Pradesh
SLR01160,9380,,
SLR01161,6501,Khajoori Khas,Delhi
SLR01162,4880,Akkarampalle,Andhra Pradesh
SLR01163,12955,Aadityana,Gujarat
SLR01164,3449,Akkarampalle,Andhra Pradesh
SLR01165,4296,Akkarampalle,Andhra Pradesh
SLR01166,4564,Akkarampalle,Andhra Pradesh
SLR01167,5639,Akkarampalle,Andhra Pradesh
SLR01168,2047,Akkarampalle,Andhra Pradesh
SLR01169,83820,Rohtak,Haryana
SLR01170,4186,Akkarampalle,Andhra Pradesh
SLR01171,5059,Akkarampalle,Andhra Pradesh
SLR01172,5588,Akkarampalle,Andhra Pradesh
SLR01173,9291,Bheemavaram,Andhra Pradesh
SLR01174,17380,Bhusawal,Maharashtra
SLR01175,3236,Akkarampalle,Andhra Pradesh
SLR01176,2376,Akkarampalle,Andhra Pradesh
SLR01177,9111,Bheemavaram,Andhra Pradesh
SLR01178,8411,Akkarampalle,Andhra Pradesh
SLR01179,2034,Akkarampalle,Andhra Pradesh
SLR01180,14940,Tarsali,Gujarat
SLR01181,44900,Boothipuram,Tamil Nadu
SLR01182,79400,Santokhgarh,Himachal Pradesh
SLR01183,8577,Vijayawada,Andhra Pradesh
SLR01184,14940,Tarsali,Gujarat
SLR01185,3184,Akkarampalle,Andhra Pradesh
SLR01186,17210,Tawang,Arunachal Pradesh
SLR01187,29102,Papampeta,Andhra Pradesh
SLR01188,36408,Roshan Pura alias Dichaon Khurd,Delhi
SLR01189,83322,Okha port,Gujarat
SLR01190,88704,Kandla,Gujarat
SLR01191,8320,Akkarampalle,Andhra Pradesh
SLR01192,38442,Khairagarh,Chhattisgarh
SLR01193,3548,Akkarampalle,Andhra Pradesh
SLR01194,86050,Kapas Hera,Delhi
SLR01195,5528,Akkarampalle,Andhra Pradesh
SLR01196,20931,Badepalle,Andhra Pradesh
SLR01197,6341,Jarjapupeta,Andhra Pradesh
SLR01198,6714,Naspur,Andhra Pradesh
SLR01199,86804,Miryalguda,Andhra Pradesh
SLR01200,5727,Akkarampalle,Andhra Pradesh
SLR01201,13900,Hassanpur,Haryana
SLR01202,92120,Vepagunta,Andhra Pradesh
SLR01203,89900,Ramanujganj,Chhattisgarh
SLR01204,28630,Arang,Chhattisgarh
SLR01205,36500,Rayadurg,Andhra Pradesh
SLR01206,89114,Bodeli,Gujarat
SLR01207,28800,Sachin,Gujarat
SLR01208,7174,Bestavaripeta,Andhra Pradesh
SLR01209,90640,Eluru,Andhra Pradesh
SLR01210,88501,Khamhria,Chhattisgarh
SLR01211,80420,Anakapalle,Andhra Pradesh
SLR01212,16300,Vitthal Udyognagar INA,Gujarat
SLR01213,1023,Akkarampalle,Andhra Pradesh
SLR01214,6341,Jarjapupeta,Andhra Pradesh
SLR01215,4447,Akkarampalle,Andhra Pradesh
SLR01216,19814,Sikka,Gujarat
SLR01217,89170,Vilapakkam,Tamil Nadu
SLR01218,13275,Nagarkurnool,Andhra Pradesh
SLR01219,5503,Akkarampalle,Andhra Pradesh
SLR01220,37540,Aland,Karnataka
SLR01221,13202,Gaddi annaram,Andhra Pradesh
SLR01222,81110,Anakapalle,Andhra Pradesh
SLR01223,29304,Bhongir,Andhra Pradesh
SLR01224,8150,Akkarampalle,Andhra Pradesh
SLR01225,86706,Renigunta,Andhra Pradesh
SLR01226,31030,Anantapur,Andhra Pradesh
SLR01227,20031,Badepalle,Andhra Pradesh
SLR01228,5048,Akkarampalle,Andhra Pradesh
SLR01229,86975,Avalpoondurai,Tamil Nadu
SLR01230,81070,Anakapalle,Andhra Pradesh
SLR01231,37074,Prantij,Gujarat
SLR01232,6795,Nizamabad,Andhra Pradesh
SLR01233,36500,Rayadurg,Andhra Pradesh
SLR01234,81560,Anakapalle,Andhra Pradesh
SLR01235,89219,Pithora,Chhattisgarh
SLR01236,9370,Chhuikhadan,Chhattisgarh
SLR01237,6717,Naspur,Andhra Pradesh
SLR01238,13211,Gaddi annaram,Andhra Pradesh
SLR01239,5373,Akkarampalle,Andhra Pradesh
SLR01240,12226,Bobbili,Andhra Pradesh
SLR01241,15015,Kallur,Andhra Pradesh
SLR01242,88020,Bhadrachalam,Andhra Pradesh
SLR01243,12328,Libas Pur,Delhi
SLR01244,13501,Pooth Khurd,Delhi
SLR01245,14405,Adilabad,Andhra Pradesh
SLR01246,14085,Chirala,Andhra Pradesh
SLR01247,4776,,
SLR01248,6730,Adalaj,Gujarat
SLR01249,87050,Siddipet,Andhra Pradesh
SLR01250,30775,Anantapur,Andhra Pradesh
SLR01251,37590,Hindoria,Madhya Pradesh
SLR01252,32372,Kamareddy,Andhra Pradesh
SLR01253,6280,Akkarampalle,Andhra Pradesh
SLR01254,14403,Adilabad,Andhra Pradesh
SLR01255,74323,Bheemunipatnam,Andhra Pradesh
SLR01256,13835,Udgir,Maharashtra
SLR01257,30140,Anantapur,Andhra Pradesh
SLR01258,14940,Tarsali,Gujarat
SLR01259,3178,Akkarampalle,Andhra Pradesh
SLR01260,86192,Vijayapuri (North),Andhra Pradesh
SLR01261,29107,Papampeta,Andhra Pradesh
SLR01262,20061,Badepalle,Andhra Pradesh
SLR01263,90020,Eluru,Andhra Pradesh
SLR01264,35680,Farakhpur,Haryana
SLR01265,94965,Garoth,Madhya Pradesh
SLR01266,14940,Tarsali,Gujarat
SLR01267,17201,Tawang,Arunachal Pradesh
SLR01268,2066,Akkarampalle,Andhra Pradesh
SLR01269,4283,Akkarampalle,Andhra Pradesh
SLR01270,81280,Anakapalle,Andhra Pradesh
SLR01271,73020,Eddumailaram,Andhra Pradesh
SLR01272,86990,Kakinada,Andhra Pradesh
SLR01273,9230,Bheemavaram,Andhra Pradesh
SLR01274,20930,Badepalle,Andhra Pradesh
SLR01275,3827,Akkarampalle,Andhra Pradesh
SLR01276,18131,Bodhan,Andhra Pradesh
SLR01277,4615,Akkarampalle,Andhra Pradesh
SLR01278,37135,Dayal Pur,Delhi
SLR01279,88330,Mangalagiri,Andhra Pradesh
SLR01280,5269,Akkarampalle,Andhra Pradesh
SLR01281,13503,Pooth Khurd,Delhi
SLR01282,9541,Vinukonda,Andhra Pradesh
SLR01283,12209,Bobbili,Andhra Pradesh
SLR01284,35570,Gohana,Haryana
SLR01285,21635,Badepalle,Andhra Pradesh
SLR01286,81130,Anakapalle,Andhra Pradesh
SLR01287,1123,Akkarampalle,Andhra Pradesh
SLR01288,88035,Bhadrachalam,Andhra Pradesh
SLR01289,88138,Bopal,Gujarat
SLR01290,9721,,
SLR01291,13480,Kharsia,Chhattisgarh
SLR01292,18052,Bade Bacheli,Chhattisgarh
SLR01293,7031,Bestavaripeta,Andhra Pradesh
SLR01294,22640,Badepalle,Andhra Pradesh
SLR01295,4809,Akkarampalle,Andhra Pradesh
SLR01296,36576,Ghogha,Gujarat
SLR01297,80420,Anakapalle,Andhra Pradesh
SLR01298,6018,Nagari,Andhra Pradesh
SLR01299,89220,Pithora,Chhattisgarh
SLR01300,37540,Aland,Karnataka
SLR01301,1541,Akkarampalle,Andhra Pradesh
SLR01302,22713,Badepalle,Andhra Pradesh
SLR01303,14580,Badnagar,Madhya Pradesh
SLR01304,88301,Sadasivpet,Andhra Pradesh
SLR01305,86061,Kapas Hera,Delhi
SLR01306,9560,Akkarampalle,Andhra Pradesh
SLR01307,86185,Vijayapuri (North),Andhra Pradesh
SLR01308,60710,Dowleswaram,Andhra Pradesh
SLR01309,8260,Akkarampalle,Andhra Pradesh
SLR01310,13505,Pooth Khurd,Delhi
SLR01311,9020,Bheemavaram,Andhra Pradesh
SLR01312,12940,Patancheru,Andhra Pradesh
SLR01313,4794,Akkarampalle,Andhra Pradesh
SLR01314,4761,Akkarampalle,Andhra Pradesh
SLR01315,9416,Durg,Chhattisgarh
SLR01316,29704,Hunsur,Karnataka
SLR01317,9750,Adoni,Andhra Pradesh
SLR01318,85501,Bajva,Gujarat
SLR01319,7866,Puttur,Andhra Pradesh
SLR01320,13178,Chatakonda,Andhra Pradesh
SLR01321,26562,Gulbarga,Karnataka
SLR01322,3270,Akkarampalle,Andhra Pradesh
SLR01323,4801,Akkarampalle,Andhra Pradesh
SLR01324,12246,Bobbili,Andhra Pradesh
SLR01325,4307,Akkarampalle,Andhra Pradesh
SLR01326,37480,Krishnarajanagar,Karnataka
SLR01327,85853,Kantabamsuguda,Andhra Pradesh
SLR01328,4186,Akkarampalle,Andhra Pradesh
SLR01329,32677,Ghatlodiya,Gujarat
SLR01330,80215,Anakapalle,Andhra Pradesh
SLR01331,83830,Rohtak,Haryana
SLR01332,32110,Kamareddy,Andhra Pradesh
SLR01333,9182,Bheemavaram,Andhra Pradesh
SLR01334,18604,Chalala,Gujarat
SLR01335,3564,Akkarampalle,Andhra Pradesh
SLR01336,8021,Akkarampalle,Andhra Pradesh
SLR01337,3526,Akkarampalle,Andhra Pradesh
SLR01338,8717,,
SLR01339,14090,Chirala,Andhra Pradesh
SLR01340,85900,Dantewada,Chhattisgarh
SLR01341,88032,Bhadrachalam,Andhra Pradesh
SLR01342,84020,Champa,Chhattisgarh
SLR01343,29300,Bhongir,Andhra Pradesh
SLR01344,89650,Kharaghoda,Gujarat
SLR01345,18681,Bandarulanka,Andhra Pradesh
SLR01346,13015,Alwal,Andhra Pradesh
SLR01347,22050,,
SLR01348,15015,Kallur,Andhra Pradesh
SLR01349,88490,Naregal,Karnataka
SLR01350,3122,Akkarampalle,Andhra Pradesh
SLR01351,22793,Badepalle,Andhra Pradesh
SLR01352,70235,Eddumailaram,Andhra Pradesh
SLR01353,88350,Zahirabad,Andhra Pradesh
SLR01354,88036,Bhadrachalam,Andhra Pradesh
SLR01355,89540,Amarwara,Madhya Pradesh
SLR01356,17026,Salur,Andhra Pradesh
SLR01357,15603,Gagret,Himachal Pradesh
SLR01358,13033,Alwal,Andhra Pradesh
SLR01359,88750,Karanje Turf Satara,Maharashtra
SLR01360,4281,Akkarampalle,Andhra Pradesh
SLR01361,5571,Akkarampalle,Andhra Pradesh
SLR01362,87120,Ranoli,Gujarat
SLR01363,8080,Akkarampalle,Andhra Pradesh
SLR01364,35701,Utran,Gujarat
SLR01365,95170,Gharghoda,Chhattisgarh
SLR01366,84178,Unjha,Gujarat
SLR01367,3275,Akkarampalle,Andhra Pradesh
SLR01368,72801,Jamai,Madhya Pradesh
SLR01369,35930,Kupwara,Jammu & Kashmir
SLR01370,96020,Ekambara kuppam,Andhra Pradesh
SLR01371,8790,Akkayapalle,Andhra Pradesh
SLR01372,88050,Bhadrachalam,Andhra Pradesh
SLR01373,58865,Annamalai Nagar,Tamil Nadu
SLR01374,12916,Koratla,Andhra Pradesh
SLR01375,91350,Eluru,Andhra Pradesh
SLR01376,5685,Akkarampalle,Andhra Pradesh
SLR01377,89259,Amadalavalasa,Andhra Pradesh
SLR01378,28035,Guntakal,Andhra Pradesh
SLR01379,95013,Bapatla,Andhra Pradesh
SLR01380,37570,Kirkee,Maharashtra
SLR01381,83040,,
SLR01382,27972,Nellimaria,Andhra Pradesh
SLR01383,8710,Akkayapalle,Andhra Pradesh
SLR01384,18530,Chirakkal,Kerala
SLR01385,4087,Akkarampalle,Andhra Pradesh
SLR01386,94410,Deesa,Gujarat
SLR01387,22745,Badepalle,Andhra Pradesh
SLR01388,39442,Mandi Dabwali,Haryana
SLR01389,13360,Sopore,Jammu & Kashmir
SLR01390,5734,Akkarampalle,Andhra Pradesh
SLR01391,85875,Sirgora,Madhya Pradesh
SLR01392,4180,Akkarampalle,Andhra Pradesh
SLR01393,38400,Gajularega,Andhra Pradesh
SLR01394,3031,Akkarampalle,Andhra Pradesh
SLR01395,85863,Kantabamsuguda,Andhra Pradesh
SLR01396,9831,Adoni,Andhra Pradesh
SLR01397,4378,Akkarampalle,Andhra Pradesh
SLR01398,16022,Secunderabad,Andhra Pradesh
SLR01399,95650,Aurad,Karnataka
SLR01400,3031,Akkarampalle,Andhra Pradesh
SLR01401,89287,Manendragarh,Chhattisgarh
SLR01402,3194,Akkarampalle,Andhra Pradesh
SLR01403,13481,Kharsia,Chhattisgarh
SLR01404,32315,Kamareddy,Andhra Pradesh
SLR01405,31535,Anantapur,Andhra Pradesh
SLR01406,25251,Palwancha,Andhra Pradesh
SLR01407,38182,Billawar,Jammu & Kashmir
SLR01408,14784,Ranavav,Gujarat
SLR01409,13311,Holalkere,Karnataka
SLR01410,9271,Bheemavaram,Andhra Pradesh
SLR01411,86065,Kapas Hera,Delhi
SLR01412,35501,Jallaram Kamanpur,Andhra Pradesh
SLR01413,37048,Prantij,Gujarat
SLR01414,9015,Bheemavaram,Andhra Pradesh
SLR01415,32604,Ghatlodiya,Gujarat
SLR01416,89460,Nadiad,Gujarat
SLR01417,88801,Tirupati,Andhra Pradesh
SLR01418,80060,Anakapalle,Andhra Pradesh
SLR01419,83321,Okha port,Gujarat
SLR01420,14940,Tarsali,Gujarat
SLR01421,13570,Guntur,Andhra Pradesh
SLR01422,84010,Champa,Chhattisgarh
SLR01423,13912,Muvattupuzha,Kerala
SLR01424,3035,Akkarampalle,Andhra Pradesh
SLR01425,29010,Mahasamund,Chhattisgarh
SLR01426,35501,Jallaram Kamanpur,Andhra Pradesh
SLR01427,22775,Badepalle,Andhra Pradesh
SLR01428,14910,Gho Manhasan,Jammu & Kashmir
SLR01429,30421,Anantapur,Andhra Pradesh
SLR01430,15025,Kallur,Andhra Pradesh
SLR01431,3550,Akkarampalle,Andhra Pradesh
SLR01432,2022,Akkarampalle,Andhra Pradesh
SLR01433,89251,Amadalavalasa,Andhra Pradesh
SLR01434,14940,Tarsali,Gujarat
SLR01435,7183,Bestavaripeta,Andhra Pradesh
SLR01436,36504,Rayadurg,Andhra Pradesh
SLR01437,95900,Khan Sahib,Jammu & Kashmir
SLR01438,14940,Tarsali,Gujarat
SLR01439,51250,Moragudi,Andhra Pradesh
SLR01440,31210,Anantapur,Andhra Pradesh
SLR01441,93608,Kottuvally,Kerala
SLR01442,15085,Kallur,Andhra Pradesh
SLR01443,87043,Siddipet,Andhra Pradesh
SLR01444,13056,Alwal,Andhra Pradesh
SLR01445,18130,Bodhan,Andhra Pradesh
SLR01446,37540,Aland,Karnataka
SLR01447,94910,Garoth,Madhya Pradesh
SLR01448,36200,,
SLR01449,82320,Anakapalle,Andhra Pradesh
SLR01450,88301,Sadasivpet,Andhra Pradesh
SLR01451,3477,Akkarampalle,Andhra Pradesh
SLR01452,9434,Durg,Chhattisgarh
SLR01453,17560,Mallar,Karnataka
SLR01454,12914,Koratla,Andhra Pradesh
SLR01455,32140,Kamareddy,Andhra Pradesh
SLR01456,11015,Kyathampalle,Andhra Pradesh
SLR01457,88037,Bhadrachalam,Andhra Pradesh
SLR01458,14020,Chirala,Andhra Pradesh
SLR01459,99500,Sira,Karnataka
SLR01460,59152,Gharoli,Delhi
SLR01461,9560,Vinukonda,Andhra Pradesh
SLR01462,9810,Adoni,Andhra Pradesh
SLR01463,1530,Akkarampalle,Andhra Pradesh
SLR01464,13086,Alwal,Andhra Pradesh
SLR01465,80020,Anakapalle,Andhra Pradesh
SLR01466,85851,Kantabamsuguda,Andhra Pradesh
SLR01467,18074,Bade Bacheli,Chhattisgarh
SLR01468,6080,Nagari,Andhra Pradesh
SLR01469,6162,Nagari,Andhra Pradesh
SLR01470,30285,Anantapur,Andhra Pradesh
SLR01471,1210,Akkarampalle,Andhra Pradesh
SLR01472,8710,Akkayapalle,Andhra Pradesh
SLR01473,13322,Farooqnagar,Andhra Pradesh
SLR01474,3568,Akkarampalle,Andhra Pradesh
SLR01475,98803,Hunasamaranahalli,Karnataka
SLR01476,21941,Badepalle,Andhra Pradesh
SLR01477,9060,Bheemavaram,Andhra Pradesh
SLR01478,80240,Anakapalle,Andhra Pradesh
SLR01479,14870,Alnavar,Karnataka
SLR01480,14940,Tarsali,Gujarat
SLR01481,30315,Anantapur,Andhra Pradesh
SLR01482,14315,Dalhousie,Himachal Pradesh
SLR01483,87030,Siddipet,Andhra Pradesh
SLR01484,13272,Nagarkurnool,Andhra Pradesh
SLR01485,3448,Akkarampalle,Andhra Pradesh
SLR01486,1212,Akkarampalle,Andhra Pradesh
SLR01487,12240,Bobbili,Andhra Pradesh
SLR01488,4615,Akkarampalle,Andhra Pradesh
SLR01489,15804,Duru-Verinag,Jammu & Kashmir
SLR01490,9360,Chhuikhadan,Chhattisgarh
SLR01491,7241,Bestavaripeta,Andhra Pradesh
SLR01492,82515,Anakapalle,Andhra Pradesh
SLR01493,87140,,
SLR01494,13087,Alwal,Andhra Pradesh
SLR01495,88136,Bopal,Gujarat
SLR01496,13503,Pooth Khurd,Delhi
SLR01497,8752,Akkayapalle,Andhra Pradesh
SLR01498,9163,Bheemavaram,Andhra Pradesh
SLR01499,2750,Akkarampalle,Andhra Pradesh
SLR01500,20910,Badepalle,Andhra Pradesh
SLR01501,28605,Arang,Chhattisgarh
SLR01502,13322,Farooqnagar,Andhra Pradesh
SLR01503,5713,Akkarampalle,Andhra Pradesh
SLR01504,2925,Akkarampalle,Andhra Pradesh
SLR01505,25803,Basna,Chhattisgarh
SLR01506,15130,Chilla Saroda Bangar,Delhi
SLR01507,5083,Akkarampalle,Andhra Pradesh
SLR01508,13043,Alwal,Andhra Pradesh
SLR01509,30620,Anantapur,Andhra Pradesh
SLR01510,1042,Akkarampalle,Andhra Pradesh
SLR01511,12228,Bobbili,Andhra Pradesh
SLR01512,9111,Bheemavaram,Andhra Pradesh
SLR01513,15170,Betul,Madhya Pradesh
SLR01514,3470,Akkarampalle,Andhra Pradesh
SLR01515,74645,Bheemunipatnam,Andhra Pradesh
SLR01516,36500,Rayadurg,Andhra Pradesh
SLR01517,13660,,
SLR01518,26125,Ramagundam,Andhra Pradesh
SLR01519,3643,Akkarampalle,Andhra Pradesh
SLR01520,18080,Bade Bacheli,Chhattisgarh
SLR01521,4810,Akkarampalle,Andhra Pradesh
SLR01522,7032,Bestavaripeta,Andhra Pradesh
SLR01523,14312,Dalhousie,Himachal Pradesh
SLR01524,2737,Akkarampalle,Andhra Pradesh
SLR01525,6449,Madanapalle,Andhra Pradesh
SLR01526,4255,Akkarampalle,Andhra Pradesh
SLR01527,8410,Akkarampalle,Andhra Pradesh
SLR01528,7074,Bestavaripeta,Andhra Pradesh
SLR01529,18087,Bade Bacheli,Chhattisgarh
SLR01530,4403,Akkarampalle,Andhra Pradesh
SLR01531,14940,Tarsali,Gujarat
SLR01532,13360,Sopore,Jammu & Kashmir
SLR01533,14806,Singapur,Andhra Pradesh
SLR01534,71691,Eddumailaram,Andhra Pradesh
SLR01535,14802,Singapur,Andhra Pradesh
SLR01536,13257,Panipat Taraf Rajputan,Haryana
SLR01537,70767,Eddumailaram,Andhra Pradesh
SLR01538,4534,Akkarampalle,Andhra Pradesh
SLR01539,21041,Badepalle,Andhra Pradesh
SLR01540,87114,Kalan Wali,Haryana
SLR01541,8223,Akkarampalle,Andhra Pradesh
SLR01542,5767,Akkarampalle,Andhra Pradesh
SLR01543,18110,Palakurthi,Andhra Pradesh
SLR01544,22790,Badepalle,Andhra Pradesh
SLR01545,6700,Naspur,Andhra Pradesh
SLR01546,3520,Akkarampalle,Andhra Pradesh
SLR01547,13920,Jalalpore,Gujarat
SLR01548,14140,Jintur,Maharashtra
SLR01549,80310,Anakapalle,Andhra Pradesh
SLR01550,80710,Anakapalle,Andhra Pradesh
SLR01551,73020,Eddumailaram,Andhra Pradesh
SLR01552,8140,Akkarampalle,Andhra Pradesh
SLR01553,89803,Ahmedabad,Gujarat
SLR01554,75650,Chitrakoot,Madhya Pradesh
SLR01555,1545,Akkarampalle,Andhra Pradesh
SLR01556,14709,Rampachodavaram,Andhra Pradesh
SLR01557,29032,Mahasamund,Chhattisgarh
SLR01558,74560,Bheemunipatnam,Andhra Pradesh
SLR01559,89201,Pithora,Chhattisgarh
SLR01560,6268,Nagari,Andhra Pradesh
SLR01561,95913,Khan Sahib,Jammu & Kashmir
SLR01562,83507,Badami Bagh,Jammu & Kashmir
SLR01563,19025,Ranibennur,Karnataka
SLR01564,4719,Akkarampalle,Andhra Pradesh
SLR01565,14781,Ranavav,Gujarat
SLR01566,11250,Urla,Chhattisgarh
SLR01567,2941,Akkarampalle,Andhra Pradesh
SLR01568,1022,Akkarampalle,Andhra Pradesh
SLR01569,94451,Deesa,Gujarat
SLR01570,2537,Akkarampalle,Andhra Pradesh
SLR01571,60110,Dowleswaram,Andhra Pradesh
SLR01572,59077,Naya Baradwar,Chhattisgarh
SLR01573,2972,Akkarampalle,Andhra Pradesh
SLR01574,13210,Gaddi annaram,Andhra Pradesh
SLR01575,15155,Sidlaghatta,Karnataka
SLR01576,37704,Kurnool,Andhra Pradesh
SLR01577,86702,Renigunta,Andhra Pradesh
SLR01578,95800,Maur,Punjab
SLR01579,20930,Badepalle,Andhra Pradesh
SLR01580,30150,Anantapur,Andhra Pradesh
SLR01581,4130,,
SLR01582,81530,Anakapalle,Andhra Pradesh
SLR01583,14940,Tarsali,Gujarat
SLR01584,82540,Anakapalle,Andhra Pradesh
SLR01585,86800,Miryalguda,Andhra Pradesh
SLR01586,31255,,
SLR01587,13481,Kharsia,Chhattisgarh
SLR01588,81350,Anakapalle,Andhra Pradesh
SLR01589,21340,Badepalle,Andhra Pradesh
SLR01590,90240,Eluru,Andhra Pradesh
SLR01591,5138,Akkarampalle,Andhra Pradesh
SLR01592,21210,Badepalle,Andhra Pradesh
SLR01593,7025,Bestavaripeta,Andhra Pradesh
SLR01594,1035,Akkarampalle,Andhra Pradesh
SLR01595,3655,Akkarampalle,Andhra Pradesh
SLR01596,13848,,
SLR01597,13560,Guntur,Andhra Pradesh
SLR01598,87900,Kumhari,Chhattisgarh
SLR01599,4141,Akkarampalle,Andhra Pradesh
SLR01600,14808,Singapur,Andhra Pradesh
SLR01601,80430,Anakapalle,Andhra Pradesh
SLR01602,85804,Dommara Nandyal,Andhra Pradesh
SLR01603,4133,Akkarampalle,Andhra Pradesh
SLR01604,93900,Birgaon,Chhattisgarh
SLR01605,3635,Akkarampalle,Andhra Pradesh
SLR01606,4424,Akkarampalle,Andhra Pradesh
SLR01607,30170,Anantapur,Andhra Pradesh
SLR01608,80010,Anakapalle,Andhra Pradesh
SLR01609,8180,Akkarampalle,Andhra Pradesh
SLR01610,3589,Akkarampalle,Andhra Pradesh
SLR01611,86385,,
SLR01612,9572,Vinukonda,Andhra Pradesh
SLR01613,58073,Gheora,Delhi
SLR01614,89120,Kapra,Andhra Pradesh
SLR01615,4361,Akkarampalle,Andhra Pradesh
SLR01616,81350,Anakapalle,Andhra Pradesh
SLR01617,15840,Dhandhuka,Gujarat
SLR01618,6154,Nagari,Andhra Pradesh
SLR01619,3933,Akkarampalle,Andhra Pradesh
SLR01620,90220,Eluru,Andhra Pradesh
SLR01621,86706,Renigunta,Andhra Pradesh
SLR01622,9130,Bheemavaram,Andhra Pradesh
SLR01623,7400,Talikota,Karnataka
SLR01624,13560,Guntur,Andhra Pradesh
SLR01625,18611,Chalala,Gujarat
SLR01626,88132,Bopal,Gujarat
SLR01627,88330,Mangalagiri,Andhra Pradesh
SLR01628,11704,Mahendragarh,Haryana
SLR01629,32604,Ghatlodiya,Gujarat
SLR01630,3820,Akkarampalle,Andhra Pradesh
SLR01631,35570,Gohana,Haryana
SLR01632,93700,Pasighat,Arunachal Pradesh
SLR01633,1131,Akkarampalle,Andhra Pradesh
SLR01634,6780,Nizamabad,Andhra Pradesh
SLR01635,6132,Nagari,Andhra Pradesh
SLR01636,1127,Akkarampalle,Andhra Pradesh
SLR01637,18760,Khour,Jammu & Kashmir
SLR01638,12952,Patancheru,Andhra Pradesh
SLR01639,15845,,
SLR01640,95885,Thanjavur,Tamil Nadu
SLR01641,80740,Anakapalle,Andhra Pradesh
SLR01642,18120,Srikalahasti,Andhra Pradesh
SLR01643,83020,Chunchupalle,Andhra Pradesh
SLR01644,13570,Guntur,Andhra Pradesh
SLR01645,1207,,
SLR01646,4558,Akkarampalle,Andhra Pradesh
SLR01647,95020,Bapatla,Andhra Pradesh
SLR01648,13843,,
SLR01649,1039,Akkarampalle,Andhra Pradesh
SLR01650,20081,,
SLR01651,90670,Eluru,Andhra Pradesh
SLR01652,9070,Bheemavaram,Andhra Pradesh
SLR01653,89219,Pithora,Chhattisgarh
SLR01654,4571,Akkarampalle,Andhra Pradesh
SLR01655,13170,Chatakonda,Andhra Pradesh
SLR01656,95910,Khan Sahib,Jammu & Kashmir
SLR01657,37795,Bhanpura,Madhya Pradesh
SLR01658,87015,Siddipet,Andhra Pradesh
SLR01659,2611,Akkarampalle,Andhra Pradesh
SLR01660,35501,Jallaram Kamanpur,Andhra Pradesh
SLR01661,4123,Akkarampalle,Andhra Pradesh
SLR01662,2316,Akkarampalle,Andhra Pradesh
SLR01663,22745,Badepalle,Andhra Pradesh
SLR01664,26230,Gudivada,Andhra Pradesh
SLR01665,12327,Libas Pur,Delhi
SLR01666,9931,Ongole,Andhra Pradesh
SLR01667,9190,,
SLR01668,80320,Anakapalle,Andhra Pradesh
SLR01669,85906,Dantewada,Chhattisgarh
SLR01670,25070,Palwancha,Andhra Pradesh
