product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_name
PRD17999,Computers_Accessories,41,247,1,400,18,9,16,Lightweight Keyboard
PRD18000,Food_Drink,21,108,1,1300,16,36,13,Pro Food Drink Kit
PRD18001,Sports_Leisure,38,1043,2,500,17,5,13,Ergonomic Cricket Kit
PRD18002,Sports_Leisure,59,1732,5,1550,40,20,20,Elegant Yoga Mat
PRD18003,Telephony,59,74,1,250,18,18,12,Premium Telephony Bundle
PRD18004,Baby,55,1636,1,600,20,13,13,Classic Swaddle Wrap
PRD18005,Small_Appliances,54,1369,4,2300,25,7,60,Ergonomic Toaster
PRD18006,Auto,56,398,5,100,16,3,12,Wireless Car Phone Holder
PRD18007,Sports_Leisure,42,440,1,250,20,15,15,Advanced Hiking Backpack
PRD18008,Computers_Accessories,30,2740,3,400,20,30,20,Elegant Webcam
PRD18009,Bed_Bath_Table,51,352,2,600,50,10,60,Compact Bath Towel
PRD18010,Watches_Gifts,31,948,2,250,19,14,19,Modern Digital Watch
PRD18011,Furniture_Decor,48,599,2,1200,65,12,12,Classic Bookshelf
PRD18012,Sports_Leisure,49,370,1,113,18,5,15,Essential Skipping Rope
PRD18013,Baby,37,1438,4,700,21,10,15,Sturdy Baby Blanket
PRD18014,Sports_Leisure,28,227,1,300,32,11,17,Heavy-Duty Hiking Backpack
PRD18015,Health_Beauty,60,884,1,450,20,12,12,Soft Face Wash
PRD18016,Bed_Bath_Table,56,1401,1,2000,28,10,26,Heavy-Duty Comforter
PRD18017,Telephony,58,1440,3,150,18,6,20,Pro Telephony Edition
PRD18018,Furniture_Decor,34,143,4,1750,20,60,20,Wireless Side Table
PRD18019,Sports_Leisure,28,1290,2,260,18,11,14,Modern Hiking Backpack
PRD18020,Furniture_Decor,56,534,2,80,20,4,30,Eco Wall Decor Light
PRD18021,Kitchen_Dining_Laundry_Garden_Furniture,55,652,2,1400,31,31,31,Fresh Kitchen Dining Laundry Garden Furniture
PRD18022,Furniture_Decor,49,505,4,1050,30,20,30,Fresh Side Table
PRD18023,Furniture_Decor,59,456,1,5200,60,40,45,Smart Floor Lamp
PRD18024,Musical_Instruments,50,1106,1,350,16,5,16,Portable Acoustic Guitar
PRD18025,Food,55,338,2,500,17,12,17,Essential Food Set
PRD18026,Sports_Leisure,51,512,3,7750,103,17,28,Heavy-Duty Tennis Racket
PRD18027,Health_Beauty,55,485,1,1150,35,15,15,Essential Face Cream
PRD18028,Toys,43,258,1,4480,46,29,35,Fresh Building Blocks
PRD18029,Fashion_Bags_Accessories,51,220,2,150,24,4,34,Smart Fashion Bags Accessories
PRD18030,Health_Beauty,38,639,2,317,17,11,12,Compact Vitamin Supplement
PRD18031,Health_Beauty,59,725,1,400,30,10,17,Smart Face Cream
PRD18032,Signaling_And_Security,58,246,2,1800,18,25,19,Sturdy Signaling And Security
PRD18033,Electronics,29,256,2,4600,18,16,14,Portable Action Camera
PRD18034,Watches_Gifts,45,437,3,600,19,9,15,Sturdy Analog Watch
PRD18035,Home_Appliances,56,362,1,150,18,8,13,Pro Steam Iron
PRD18036,Bed_Bath_Table,42,110,1,400,40,4,30,Modern Bedsheet Set
PRD18037,Home_Appliances,60,210,3,300,27,13,17,Premium Vacuum Cleaner
PRD18038,Sports_Leisure,33,371,5,100,16,12,11,Advanced Hiking Backpack
PRD18039,Watches_Gifts,33,194,2,200,18,6,17,Sturdy Desk Clock
PRD18040,Musical_Instruments,43,1283,5,1650,30,20,15,Classic Ukulele
PRD18041,Perfumery,40,535,2,475,20,14,18,Wireless Fragrance Spray
PRD18042,Furniture_Decor,42,544,1,450,32,2,22,Eco Wall Decor Light
PRD18043,Auto,40,717,7,1750,28,15,13,Ergonomic Seat Cover Set
PRD18044,Telephony,47,723,1,100,19,3,11,Wireless Telephony Unit
PRD18045,Garden_Tools,44,203,1,3500,42,28,42,Lightweight Watering Can
PRD18046,Bed_Bath_Table,54,365,1,4550,38,25,25,Ultra Bedsheet Set
PRD18047,Furniture_Decor,55,241,1,1100,36,4,30,Modern Floor Lamp
PRD18048,Telephony,43,215,6,300,23,16,17,Advanced Telephony Accessory
PRD18049,Computers_Accessories,38,665,1,850,16,11,37,Heavy-Duty USB Hub
PRD18050,Bed_Bath_Table,52,852,1,4200,31,43,21,Soft Pillow Cover Set
PRD18051,Electronics,42,453,3,3000,40,12,20,Soft Bluetooth Speaker
PRD18052,Watches_Gifts,59,1403,2,500,16,11,12,Premium Gift Set
PRD18053,Books_Technical,41,1002,1,2050,28,5,21,Smart Books Technical
PRD18054,Furniture_Decor,37,998,3,12850,36,56,56,Fresh Wall Decor Light
PRD18055,Home_Construction,27,869,7,2600,40,13,25,Portable Home Construction Bundle
PRD18056,Toys,40,1493,1,700,31,5,25,Essential Race Car Set
PRD18057,Baby,35,265,1,218,18,19,17,Fresh Baby Blanket
PRD18058,Housewares,54,641,1,1425,27,19,17,Wireless Kitchen Organizer
PRD18059,Auto,42,86,1,650,16,9,12,Compact Car Phone Holder
PRD18060,Home_Appliances_2,51,507,2,750,20,13,21,Modern Home Appliances 2 Item
PRD18061,Watches_Gifts,58,167,2,250,16,2,20,Lightweight Desk Clock
PRD18062,Fashion_Bags_Accessories,52,194,3,200,16,5,11,Deluxe Fashion Bags Accessories
PRD18063,Furniture_Decor,51,1750,3,2400,105,3,70,Pro Side Table
PRD18064,Toys,59,948,3,700,41,13,26,Heavy-Duty Race Car Set
PRD18065,Sports_Leisure,50,1959,2,152,19,11,11,Pro Yoga Mat
PRD18066,Sports_Leisure,47,473,1,1044,23,23,22,Eco Skipping Rope
PRD18067,Auto,41,276,1,950,25,10,15,Eco Tyre Inflator
PRD18068,Baby,53,436,2,343,21,14,15,Elegant Baby Blanket
PRD18069,Sports_Leisure,46,905,2,1050,23,10,20,Deluxe Yoga Mat
PRD18070,Home_Appliances,56,385,2,100,19,8,13,Heavy-Duty Air Purifier
PRD18071,Sports_Leisure,47,985,1,900,18,16,15,Lightweight Skipping Rope
PRD18072,Furniture_Decor,60,2240,3,3000,69,11,11,Ultra Side Table
PRD18073,Furniture_Decor,54,913,4,6600,45,35,45,Soft Bookshelf
PRD18074,Baby,63,60,1,200,30,20,30,Compact Feeding Bottle
PRD18075,Housewares,37,679,3,400,20,28,18,Elegant Dinner Plate Set
PRD18076,Bed_Bath_Table,52,183,2,550,70,10,40,Portable Bath Towel
PRD18077,Sports_Leisure,47,1451,1,417,17,15,13,Pro Hiking Backpack
PRD18078,Baby,52,1488,1,8450,76,21,21,Deluxe Baby Blanket
PRD18079,Sports_Leisure,42,457,1,500,57,14,14,Compact Cricket Kit
PRD18080,Sports_Leisure,50,1082,2,100,20,18,18,Ultra Skipping Rope
PRD18081,Health_Beauty,36,365,1,100,16,3,15,Lightweight Face Cream
PRD18082,Bed_Bath_Table,54,853,1,1175,29,7,28,Pro Comforter
PRD18083,Toys,44,228,2,350,16,16,16,Heavy-Duty Building Blocks
PRD18084,Computers_Accessories,56,1654,4,525,19,10,17,Elegant Webcam
PRD18085,Stationery,54,241,4,3750,60,2,15,Fresh Stationery Pack
PRD18086,Computers_Accessories,51,217,2,150,16,3,13,Deluxe Keyboard
PRD18087,Furniture_Decor,53,1750,3,2150,105,3,70,Ergonomic Storage Cabinet
PRD18088,Bed_Bath_Table,39,254,1,1000,50,30,40,Fresh Bedsheet Set
PRD18089,Computers_Accessories,54,179,3,200,30,8,11,Elegant Laptop Stand
PRD18090,Electronics,41,386,1,200,25,7,16,Lightweight Action Camera
PRD18091,Baby,31,438,1,550,26,18,21,Smart Feeding Bottle
PRD18092,Perfumery,53,432,1,536,21,11,15,Portable Eau De Toilette
PRD18093,Bed_Bath_Table,49,336,2,400,27,7,27,Premium Bedsheet Set
PRD18094,Furniture_Decor,62,222,9,2800,36,11,26,Classic Floor Lamp
PRD18095,Sports_Leisure,39,637,3,600,40,10,11,Compact Yoga Mat
PRD18096,Perfumery,55,347,3,1000,33,16,20,Fresh Scent Set
PRD18097,Sports_Leisure,37,737,1,442,19,16,17,Classic Tennis Racket
PRD18098,Home_Appliances,53,472,2,125,23,8,13,Premium Hand Blender
PRD18099,Bed_Bath_Table,49,320,1,250,34,12,22,Portable Bath Towel
PRD18100,Toys,27,791,1,450,29,16,11,Modern Race Car Set
PRD18101,Furniture_Bedroom,39,243,2,100,16,5,14,Smart Furniture Bedroom Unit
PRD18102,Auto,36,534,3,20450,61,61,37,Soft Car Phone Holder
PRD18103,Luggage_Accessories,55,596,2,4200,55,25,37,Smart Travel Duffel
PRD18104,Books_General_Interest,53,1025,6,475,14,16,15,Pro Books General Interest Pack
PRD18105,Perfumery,34,315,1,500,16,16,20,Sturdy Aroma Mist
PRD18106,Toys,44,2586,3,22750,32,82,52,Eco Race Car Set
PRD18107,Bed_Bath_Table,55,562,1,600,16,10,16,Ultra Bedsheet Set
PRD18108,Health_Beauty,50,1517,1,1175,22,13,18,Pro Body Lotion
PRD18109,Furniture_Decor,53,626,1,9400,35,45,45,Compact Floor Lamp
PRD18110,Telephony,55,1311,2,50,18,6,11,Classic Telephony Edition
PRD18111,Sports_Leisure,49,216,5,450,25,15,20,Smart Yoga Mat
PRD18112,Health_Beauty,55,180,1,5350,30,10,17,Heavy-Duty Face Wash
PRD18113,Sports_Leisure,52,237,1,200,16,7,11,Essential Cricket Kit
PRD18114,Watches_Gifts,44,322,4,250,16,2,11,Ergonomic Digital Watch
PRD18115,Office_Furniture,57,1296,1,8750,52,51,17,Eco Foot Rest
PRD18116,Fashion_Childrens_Clothes,48,488,5,500,36,10,26,Pro Fashion Childrens Clothes Piece
PRD18117,Office_Furniture,48,1014,1,8200,52,52,17,Pro Office Desk
PRD18118,Furniture_Decor,58,320,1,1400,50,15,30,Elegant Floor Lamp
PRD18119,Sports_Leisure,55,2013,6,675,25,30,28,Eco Cricket Kit
PRD18120,Toys,29,252,5,3825,86,14,22,Modern Race Car Set
PRD18121,Health_Beauty,60,1471,4,1250,22,12,16,Portable Face Cream
PRD18122,Cool_Stuff,47,1793,10,925,20,41,15,Sturdy Novelty Mug
PRD18123,Bed_Bath_Table,63,837,1,1500,43,5,30,Modern Bedsheet Set
PRD18124,Auto,55,721,3,950,22,8,14,Compact Car Phone Holder
PRD18125,Auto,59,651,5,4300,78,4,47,Eco Seat Cover Set
PRD18126,Auto,59,398,3,300,16,16,12,Eco Car Phone Holder
PRD18127,Watches_Gifts,60,193,3,200,16,2,11,Soft Digital Watch
PRD18128,Health_Beauty,37,1050,1,475,20,10,12,Ergonomic Face Cream
PRD18129,Auto,60,264,1,8775,43,14,20,Deluxe Dashboard Cleaner
PRD18130,Bed_Bath_Table,51,1076,3,9800,65,20,45,Premium Pillow Cover Set
PRD18131,Bed_Bath_Table,54,449,1,13500,55,25,45,Modern Bath Towel
PRD18132,Furniture_Living_Room,58,450,2,2800,83,5,23,Pro Furniture Living Room
PRD18133,Sports_Leisure,52,183,2,300,20,14,20,Heavy-Duty Tennis Racket
PRD18134,Auto,60,651,5,7275,64,5,39,Eco Dashboard Cleaner
PRD18135,Sports_Leisure,45,349,1,200,16,6,22,Ultra Tennis Racket
PRD18136,Fashion_Bags_Accessories,36,453,4,100,19,3,11,Portable Fashion Bags Accessories
PRD18137,Furniture_Decor,51,990,4,400,50,3,25,Compact Side Table
PRD18138,Home_Appliances,50,411,1,300,27,13,17,Compact Hand Blender
PRD18139,Fashion_Bags_Accessories,29,622,5,1100,42,42,14,Portable Fashion Bags Accessories
PRD18140,Bed_Bath_Table,59,465,1,900,39,19,18,Portable Comforter
PRD18141,Sports_Leisure,56,1434,1,1400,26,9,16,Eco Hiking Backpack
PRD18142,Fashion_Bags_Accessories,38,827,1,100,16,5,16,Soft Fashion Bags Accessories
PRD18143,Telephony,60,524,4,200,20,5,25,Deluxe Telephony Item
PRD18144,Telephony,46,378,1,100,18,3,12,Pro Telephony Edition
PRD18145,Housewares,38,370,1,1815,23,23,16,Portable Mixing Bowl
PRD18146,Watches_Gifts,55,550,1,300,19,10,15,Classic Gift Set
PRD18147,Health_Beauty,60,1409,1,1000,27,10,19,Elegant Hair Serum
PRD18148,Food,57,606,3,150,22,4,17,Wireless Food Pack
PRD18149,Health_Beauty,54,1179,1,600,24,18,14,Elegant Face Cream
PRD18150,Furniture_Decor,58,2043,4,1450,69,11,11,Essential Side Table
PRD18151,Furniture_Decor,63,709,2,1950,35,10,35,Classic Side Table
PRD18152,Bed_Bath_Table,58,560,1,2050,43,11,35,Lightweight Table Runner
PRD18153,Perfumery,53,273,1,486,23,13,19,Lightweight Fragrance Spray
PRD18154,Watches_Gifts,60,478,1,200,16,11,11,Pro Desk Clock
PRD18155,Garden_Tools,34,143,1,250,16,14,11,Ergonomic Garden Hose
PRD18156,Bed_Bath_Table,53,539,1,26550,58,50,49,Soft Bath Towel
PRD18157,Cool_Stuff,40,2066,1,2000,35,44,19,Ergonomic Smart Keychain
PRD18158,Sports_Leisure,57,941,8,5500,90,15,25,Smart Yoga Mat
PRD18159,Bed_Bath_Table,38,68,1,300,20,10,15,Deluxe Table Runner
PRD18160,Housewares,60,368,1,2000,75,7,50,Smart Mixing Bowl
PRD18161,Computers_Accessories,31,1078,2,150,39,2,30,Soft USB Hub
PRD18162,Garden_Tools,57,612,7,1900,18,22,20,Sturdy Garden Hose
PRD18163,Office_Furniture,53,1159,1,9813,45,64,39,Portable Ergonomic Chair
PRD18164,Baby,28,381,1,1454,24,22,20,Advanced Cotton Bib Set
PRD18165,Furniture_Decor,59,603,1,5950,40,35,35,Classic Storage Cabinet
PRD18166,Toys,44,206,2,800,34,22,25,Essential Building Blocks
PRD18167,Furniture_Decor,45,185,2,800,33,8,24,Deluxe Floor Lamp
PRD18168,Bed_Bath_Table,59,352,1,500,30,5,20,Lightweight Table Runner
PRD18169,Furniture_Decor,56,279,2,17250,55,30,55,Wireless Storage Cabinet
PRD18170,Electronics,52,147,1,1200,30,30,30,Heavy-Duty Power Bank
PRD18171,Watches_Gifts,55,590,2,433,18,12,14,Premium Watch Strap
PRD18172,Furniture_Decor,63,314,1,950,40,5,30,Wireless Wall Decor Light
PRD18173,Furniture_Decor,63,462,2,300,80,10,60,Sturdy Storage Cabinet
PRD18174,Furniture_Decor,53,987,3,400,28,9,18,Heavy-Duty Bookshelf
PRD18175,Luggage_Accessories,25,177,4,550,31,12,22,Wireless Packing Cube Set
PRD18176,Baby,37,1266,3,700,21,10,15,Pro Cotton Bib Set
PRD18177,Health_Beauty,42,2699,1,1567,22,16,17,Deluxe Hair Serum
PRD18178,Electronics,52,390,1,150,20,13,18,Elegant LED Monitor
PRD18179,Baby,50,264,1,400,23,4,23,Premium Baby Pillow
PRD18180,Auto,28,2355,4,16100,61,61,18,Heavy-Duty Dashboard Cleaner
PRD18181,Furniture_Decor,60,557,2,1300,37,5,28,Ultra Floor Lamp
PRD18182,Auto,55,527,1,100,16,6,16,Smart Car Phone Holder
PRD18183,Furniture_Decor,52,267,1,5600,30,30,30,Lightweight Storage Cabinet
PRD18184,Furniture_Decor,59,624,2,417,47,4,35,Eco Bookshelf
PRD18185,Watches_Gifts,55,807,4,300,16,2,11,Ultra Digital Watch
PRD18186,Furniture_Decor,57,600,1,750,25,25,25,Fresh Bookshelf
PRD18187,Watches_Gifts,45,1045,1,2400,23,7,15,Pro Analog Watch
PRD18188,Bed_Bath_Table,55,597,1,1600,16,50,40,Sturdy Bath Towel
PRD18189,Housewares,40,979,2,12050,22,65,40,Elegant Cutlery Set
PRD18190,Home_Appliances,38,626,1,400,20,30,11,Wireless Hand Blender
PRD18191,Toys,38,154,3,250,20,11,20,Modern Race Car Set
PRD18192,Housewares,54,1696,6,525,18,8,14,Eco Glass Storage Jar
PRD18193,Telephony,59,167,2,100,20,5,12,Pro Telephony Bundle
PRD18194,Housewares,57,956,3,350,17,16,17,Deluxe Kitchen Organizer
PRD18195,Computers_Accessories,42,274,1,617,34,15,15,Classic USB Hub
PRD18196,Bed_Bath_Table,41,803,1,1100,20,16,20,Pro Comforter
PRD18197,Air_Conditioning,49,686,1,3575,39,33,29,Premium Air Conditioning
PRD18198,Books_General_Interest,43,1209,4,1768,19,14,19,Pro Books General Interest
PRD18199,Baby,39,914,5,188,20,6,13,Elegant Swaddle Wrap
PRD18200,Telephony,32,269,6,50,19,3,11,Eco Telephony Accessory
PRD18201,Garden_Tools,58,1318,1,4600,25,8,25,Soft Plant Pot
PRD18202,Telephony,60,562,3,50,16,3,11,Advanced Telephony Item
PRD18203,Pet_Shop,19,348,2,250,16,4,11,Lightweight Cat Scratcher
PRD18204,Sports_Leisure,38,1080,6,1025,40,17,36,Wireless Skipping Rope
PRD18205,Stationery,55,153,2,7050,30,20,17,Ergonomic Stationery Set
PRD18206,Pet_Shop,60,770,3,12800,45,50,34,Advanced Pet Shampoo
PRD18207,Cool_Stuff,43,1294,5,18500,63,63,55,Essential Smart Keychain
PRD18208,Sports_Leisure,45,772,1,1300,30,30,35,Sturdy Skipping Rope
PRD18209,Auto,44,1400,1,15900,65,25,45,Pro Seat Cover Set
PRD18210,Sports_Leisure,49,903,5,4325,40,25,33,Heavy-Duty Hiking Backpack
PRD18211,Construction_Tools_Construction,29,1530,1,5450,23,24,23,Elegant Construction Tools Construction
PRD18212,Bed_Bath_Table,52,169,1,1450,35,15,25,Essential Pillow Cover Set
PRD18213,Watches_Gifts,56,1075,4,650,18,14,16,Essential Gift Set
PRD18214,Furniture_Living_Room,26,926,1,12325,54,64,18,Classic Furniture Living Room
PRD18215,Health_Beauty,46,777,1,1100,16,20,16,Eco Hair Serum
PRD18216,Costruction_Tools_Garden,36,1041,1,500,17,17,16,Smart Costruction Tools Garden Set
PRD18217,Computers_Accessories,49,3940,8,900,20,15,20,Essential USB Hub
PRD18218,Housewares,60,1034,1,300,35,13,22,Premium Kitchen Organizer
PRD18219,Auto,55,402,2,100,17,11,12,Compact Seat Cover Set
PRD18220,Toys,40,430,2,640,23,24,39,Wireless Doll Set
PRD18221,Bed_Bath_Table,58,597,1,6550,30,30,30,Ultra Table Runner
PRD18222,Industry_Commerce_And_Business,41,111,2,4550,40,20,40,Lightweight Cash Drawer
PRD18223,Furniture_Decor,54,942,4,550,34,6,23,Classic Floor Lamp
PRD18224,Computers_Accessories,57,1525,4,285,17,10,13,Ergonomic Laptop Stand
PRD18225,Consoles_Games,57,213,1,50,16,2,13,Smart Consoles Games Item
PRD18226,Furniture_Decor,47,271,2,2900,44,15,44,Advanced Storage Cabinet
PRD18227,Furniture_Decor,53,1972,2,600,60,7,14,Heavy-Duty Storage Cabinet
PRD18228,Home_Construction,47,510,1,300,16,11,11,Ergonomic Home Construction Edition
PRD18229,Perfumery,54,171,2,100,16,16,11,Heavy-Duty Eau De Parfum
PRD18230,Fashion_Bags_Accessories,60,657,3,600,43,16,27,Wireless Fashion Bags Accessories
PRD18231,Bed_Bath_Table,55,147,1,1050,35,15,25,Soft Bath Towel
PRD18232,Bed_Bath_Table,60,490,4,18600,58,40,49,Elegant Pillow Cover Set
PRD18233,Small_Appliances,56,146,1,1300,33,24,24,Wireless Sandwich Maker
PRD18234,Furniture_Decor,57,184,11,2550,36,21,36,Ergonomic Wall Decor Light
PRD18235,Watches_Gifts,51,309,1,225,16,17,16,Deluxe Analog Watch
PRD18236,Furniture_Decor,41,232,1,200,20,30,25,Compact Bookshelf
PRD18237,Auto,51,817,2,150,20,6,17,Sturdy Tyre Inflator
PRD18238,Housewares,57,2819,5,1050,30,12,30,Lightweight Kitchen Organizer
PRD18239,Auto,50,925,2,3500,65,25,25,Elegant Tyre Inflator
PRD18240,Sports_Leisure,43,231,2,2700,60,15,15,Ergonomic Hiking Backpack
PRD18241,Fixed_Telephony,59,1188,3,255,16,12,13,Fresh Fixed Telephony Kit
PRD18242,Bed_Bath_Table,59,678,1,1250,19,17,23,Modern Comforter
PRD18243,Auto,57,369,1,1675,25,15,20,Wireless Dashboard Cleaner
PRD18244,Office_Furniture,45,2175,1,15200,58,28,58,Elegant Filing Cabinet
PRD18245,Garden_Tools,55,1209,3,1650,25,25,20,Smart Pruning Shears
PRD18246,Bed_Bath_Table,59,596,1,450,27,6,22,Premium Comforter
PRD18247,Telephony,57,430,3,200,18,4,14,Lightweight Telephony Pack
PRD18248,Pet_Shop,41,901,1,150,19,10,15,Modern Cat Scratcher
PRD18249,Small_Appliances,36,54,1,650,16,35,25,Pro Juicer
PRD18250,Health_Beauty,35,706,1,355,22,14,17,Ergonomic Face Wash
PRD18251,Fashion_Bags_Accessories,48,276,7,700,20,50,40,Pro Fashion Bags Accessories Unit
PRD18252,Cool_Stuff,46,595,2,500,16,12,22,Compact LED String Light
PRD18253,Housewares,52,197,2,600,16,12,12,Portable Kitchen Organizer
PRD18254,Cool_Stuff,37,963,3,773,37,24,19,Ergonomic Mini Gadget
PRD18255,Housewares,37,886,1,1800,25,40,25,Deluxe Mixing Bowl
PRD18256,Housewares,59,459,1,3700,32,22,46,Deluxe Cutlery Set
PRD18257,Watches_Gifts,60,352,4,1300,32,7,32,Portable Watch Strap
PRD18258,Computers_Accessories,46,339,3,247,29,7,21,Smart Keyboard
PRD18259,Toys,43,631,2,517,21,23,21,Deluxe Race Car Set
PRD18260,Fashio_Female_Clothing,40,1628,2,600,60,60,15,Compact Fashio Female Clothing
PRD18261,Furniture_Decor,57,241,1,1800,40,8,35,Fresh Storage Cabinet
PRD18262,Home_Appliances,58,127,2,12300,35,46,35,Eco Hand Blender
PRD18263,Construction_Tools_Safety,47,1446,3,520,19,13,16,Elegant Work Gloves
PRD18264,Housewares,40,372,2,350,16,16,16,Deluxe Mixing Bowl
PRD18265,Housewares,57,529,4,575,16,18,12,Soft Kitchen Organizer
PRD18266,Health_Beauty,40,2521,1,3100,19,16,19,Modern Hair Serum
PRD18267,Books_General_Interest,46,250,1,250,25,6,20,Pro Books General Interest
PRD18268,Sports_Leisure,59,3155,1,900,16,15,15,Elegant Cricket Kit
PRD18269,Telephony,24,1966,1,250,17,6,17,Portable Telephony Piece
PRD18270,Telephony,50,361,1,200,24,21,21,Portable Telephony Edition
PRD18271,Baby,53,1608,4,1300,42,25,15,Soft Baby Pillow
PRD18272,Sports_Leisure,59,502,3,14100,71,53,23,Smart Skipping Rope
PRD18273,Computers_Accessories,37,497,2,600,20,10,11,Advanced Keyboard
PRD18274,Toys,59,1075,4,850,25,40,15,Fresh Action Figure
PRD18275,Health_Beauty,60,466,1,800,18,16,16,Heavy-Duty Vitamin Supplement
PRD18276,Sports_Leisure,33,1153,1,200,16,16,16,Pro Cricket Kit
PRD18277,Furniture_Decor,58,242,1,1300,40,10,34,Fresh Storage Cabinet
PRD18278,Computers_Accessories,51,163,2,703,31,19,14,Modern Webcam
PRD18279,Watches_Gifts,49,461,2,500,16,11,11,Deluxe Watch Strap
PRD18280,Electronics,38,375,1,150,22,13,17,Soft Power Bank
PRD18281,Auto,55,729,2,500,17,21,11,Wireless Dashboard Cleaner
PRD18282,Computers_Accessories,30,351,1,550,34,14,14,Lightweight Webcam
PRD18283,Computers_Accessories,59,816,4,1725,29,31,16,Ergonomic Webcam
PRD18284,Bed_Bath_Table,50,769,2,850,30,4,20,Elegant Bedsheet Set
PRD18285,Bed_Bath_Table,54,244,1,1950,45,15,35,Essential Pillow Cover Set
PRD18286,Garden_Tools,49,1592,1,2100,26,26,24,Elegant Plant Pot
PRD18287,Perfumery,43,199,2,200,17,9,20,Deluxe Eau De Toilette
PRD18288,Pet_Shop,55,583,2,550,24,30,16,Pro Pet Shampoo
PRD18289,Furniture_Decor,58,184,2,8550,40,32,40,Smart Storage Cabinet
PRD18290,Luggage_Accessories,24,520,3,4900,38,55,22,Pro Trolley Bag
PRD18291,Small_Appliances_Home_Oven_And_Coffee,57,194,1,150,16,11,11,Premium Small Appliances Home Oven And Coffee
PRD18292,Pet_Shop,30,706,1,9550,60,20,46,Sturdy Pet Shampoo
PRD18293,Health_Beauty,31,490,3,2450,20,12,28,Eco Hair Serum
PRD18294,Health_Beauty,47,227,1,367,16,15,14,Sturdy Face Cream
PRD18295,Bed_Bath_Table,44,1054,1,6900,31,51,26,Lightweight Pillow Cover Set
PRD18296,Cool_Stuff,46,2522,5,900,16,8,13,Ultra Mini Gadget
PRD18297,Computers_Accessories,38,423,1,820,23,16,15,Deluxe Webcam
PRD18298,Toys,51,780,2,2450,55,21,30,Ergonomic Race Car Set
PRD18299,Furniture_Decor,58,1472,5,1600,53,8,11,Wireless Wall Decor Light
PRD18300,Furniture_Decor,60,855,2,16515,42,77,42,Elegant Side Table
PRD18301,Garden_Tools,56,236,2,16900,40,55,40,Modern Garden Shovel
PRD18302,Pet_Shop,56,720,1,1900,50,30,33,Essential Dog Leash
PRD18303,Consoles_Games,45,677,1,283,20,10,16,Lightweight Consoles Games Edition
PRD18304,Toys,54,675,2,1125,46,37,23,Compact Building Blocks
PRD18305,Perfumery,57,728,1,150,16,5,12,Heavy-Duty Aroma Mist
PRD18306,Perfumery,50,357,1,450,20,16,21,Heavy-Duty Eau De Parfum
PRD18307,Baby,44,1184,1,200,30,9,30,Elegant Feeding Bottle
PRD18308,Computers_Accessories,51,155,1,50,40,2,24,Advanced Wireless Mouse
PRD18309,Sports_Leisure,34,292,3,850,45,8,25,Heavy-Duty Skipping Rope
PRD18310,Sports_Leisure,42,269,3,500,34,12,19,Soft Cricket Kit
PRD18311,Baby,51,796,2,266,23,14,20,Premium Cotton Bib Set
PRD18312,Watches_Gifts,46,531,6,300,16,2,20,Modern Digital Watch
PRD18313,Watches_Gifts,46,2021,3,550,20,12,15,Heavy-Duty Desk Clock
PRD18314,Auto,57,695,6,6950,47,19,23,Ultra Bike Helmet
PRD18315,Fashion_Bags_Accessories,45,385,4,150,16,5,11,Deluxe Fashion Bags Accessories
PRD18316,Costruction_Tools_Tools,59,326,1,700,25,25,25,Lightweight Costruction Tools Tools Kit
PRD18317,Health_Beauty,63,3933,1,750,16,16,15,Sturdy Body Lotion
PRD18318,Garden_Tools,49,543,1,200,22,10,14,Sturdy Plant Pot
PRD18319,Electronics,31,925,1,313,17,14,15,Fresh Over-Ear Headphones
PRD18320,Furniture_Decor,59,685,1,160,32,2,32,Compact Bookshelf
PRD18321,Telephony,57,598,1,200,19,4,11,Ergonomic Telephony Bundle
PRD18322,Cool_Stuff,52,659,1,1400,40,40,30,Fresh Smart Keychain
PRD18323,Furniture_Living_Room,35,341,2,5900,50,36,20,Soft Furniture Living Room Unit
PRD18324,Bed_Bath_Table,46,171,3,12000,60,30,70,Modern Comforter
PRD18325,Sports_Leisure,49,569,1,250,26,16,16,Modern Skipping Rope
PRD18326,Furniture_Decor,41,789,1,950,20,35,20,Lightweight Side Table
PRD18327,Furniture_Living_Room,31,350,1,4725,58,15,53,Classic Furniture Living Room
PRD18328,Furniture_Decor,63,630,1,18600,56,48,38,Ergonomic Bookshelf
PRD18329,Stationery,35,412,2,980,32,21,21,Pro Stationery Bundle
PRD18330,Books_Technical,36,1345,1,600,23,3,16,Ergonomic Books Technical
PRD18331,Baby,32,1054,1,250,30,20,30,Ultra Baby Pillow
PRD18332,Baby,60,454,1,2200,40,35,20,Eco Swaddle Wrap
PRD18333,Pet_Shop,53,889,3,550,25,25,25,Lightweight Harness
PRD18334,Auto,49,608,1,7150,65,10,65,Portable Seat Cover Set
PRD18335,Telephony,56,2569,2,375,16,8,14,Ergonomic Telephony Bundle
PRD18336,Baby,30,182,1,600,28,4,37,Elegant Swaddle Wrap
PRD18337,Furniture_Decor,56,297,2,800,100,5,20,Classic Storage Cabinet
PRD18338,Health_Beauty,32,3682,1,3550,20,20,23,Deluxe Hair Serum
PRD18339,Health_Beauty,47,1119,2,340,28,21,17,Essential Face Wash
