order_id,payment_sequential,payment_type,payment_installments,payment_value
ORDR24664,1,UPI,1,312.49
ORDR34001,1,UPI,1,145.24
ORDR57543,1,credit_card,4,175.98
ORDR15797,1,credit_card,1,168.04
ORDR91275,1,credit_card,2,23.69
ORDR74988,1,UPI,1,86.92
ORDR21708,1,credit_card,1,79.51
ORDR07338,1,credit_card,7,78.71
ORDR50905,1,credit_card,4,208.96
ORDR45722,1,voucher,1,112.95
ORDR77257,1,credit_card,2,67.57
ORDR78109,1,credit_card,2,103.39
2a06568281fa1a485b9ba5fac48c7df2,1,credit_card,2,57.5
ORDR46886,1,UPI,1,59.91
ORDR90157,1,debit_card,1,282.18
ORDR52088,1,UPI,1,20.85
ORDR72220,1,credit_card,8,260.86
3ff9af2618b202584a161c19718bf577,1,credit_card,8,790.68
ORDR92461,1,credit_card,1,80.11
ORDR32436,1,credit_card,3,103.93
ORDR72144,1,credit_card,4,207.94
ORDR64433,1,credit_card,9,461.99
ORDR23145,1,UPI,1,51.96
ORDR79448,1,credit_card,1,931.53
ORDR60081,1,credit_card,3,52.59
ORDR43132,1,UPI,1,143.28
ORDR27751,1,credit_card,1,56.78
ORDR23996,1,credit_card,1,88.58
ORDR04247,1,credit_card,4,112.1
ORDR52825,1,credit_card,2,63.86
ORDR17809,1,credit_card,6,97.48
ORDR32372,1,credit_card,3,286.02
ORDR54921,1,credit_card,5,194.91
ORDR00034,1,credit_card,2,188.41
ORDR86329,1,credit_card,5,53.74
ORDR77034,1,credit_card,1,229.14
ORDR46383,1,credit_card,10,3009.53
ORDR14060,3,voucher,1,53.9
ORDR89398,1,UPI,1,263.18
ORDR04145,1,UPI,1,101.28
ORDR81204,1,credit_card,3,166.71
ORDR53978,1,credit_card,10,211.91
ORDR00460,1,credit_card,1,48.99
ORDR53271,7,voucher,1,36.38
ORDR89339,1,credit_card,5,278.19
ORDR73489,1,credit_card,9,92.27
ORDR35789,1,UPI,1,55.07
ORDR76859,1,credit_card,3,253.62
ORDR04580,1,voucher,1,35.84
ORDR13799,1,credit_card,1,35.38
ORDR52211,1,credit_card,2,139.27
ORDR65285,1,credit_card,2,57.8
ORDR23928,1,credit_card,6,217.64
ORDR70281,1,credit_card,2,159.6
ORDR59120,1,credit_card,10,260.5
ORDR11233,1,UPI,1,97.86
ORDR19516,1,credit_card,6,66.47
ORDR00698,1,credit_card,10,148.18
ORDR84384,1,credit_card,10,2067.42
ORDR28124,1,credit_card,8,147.07
ORDR34372,1,credit_card,5,120.87
ORDR45715,1,credit_card,1,174.74
ORDR04010,1,credit_card,3,86.34
ORDR35381,1,credit_card,1,60.63
ORDR51464,1,credit_card,1,38.39
ORDR58466,1,credit_card,8,219.57
ORDR67116,1,credit_card,1,86.98
ORDR74726,1,credit_card,1,232.44
ORDR76074,1,credit_card,3,116.56
ORDR12646,1,credit_card,8,398.46
ORDR72652,1,UPI,1,73.34
ORDR94507,1,credit_card,10,279.07
ORDR08414,1,UPI,1,192.56
ORDR92326,1,credit_card,1,79.38
ORDR85485,1,UPI,1,232.18
ORDR20505,1,credit_card,6,61.05
ORDR87376,1,credit_card,5,237.98
ORDR25737,1,credit_card,10,362.39
ORDR81949,1,UPI,1,48.77
ORDR87894,1,credit_card,9,96.65
ORDR00122,1,credit_card,3,155.0
ORDR54027,1,voucher,1,148.15
ORDR91427,1,credit_card,9,94.4
ORDR10007,1,credit_card,1,65.0
ORDR56507,1,credit_card,1,61.8
ORDR46801,1,credit_card,2,222.44
ORDR67767,1,credit_card,10,192.48
ORDR12754,1,UPI,1,385.68
ORDR04486,1,UPI,1,58.22
ORDR72843,1,credit_card,4,331.34
ORDR33006,1,credit_card,1,103.55
ORDR96125,1,UPI,1,65.09
ORDR26324,1,credit_card,3,306.98
ORDR76458,1,UPI,1,417.55
ORDR36824,1,credit_card,1,743.82
ORDR84355,1,credit_card,5,166.43
ORDR02768,5,voucher,1,9.39
ORDR46512,1,UPI,1,114.86
711a14d38a221a3d744f33b8b8e78981,1,credit_card,4,41.09
ORDR13427,1,UPI,1,167.14
ORDR67974,1,UPI,1,137.99
ORDR54423,1,credit_card,2,347.37
ORDR55405,1,UPI,1,29.85
ORDR23647,1,credit_card,5,358.28
ORDR13411,1,credit_card,5,132.48
ORDR70537,1,credit_card,4,48.01
ORDR61931,1,credit_card,6,64.07
ORDR79066,1,credit_card,7,175.5
ORDR84170,1,UPI,1,157.74
ORDR78107,1,credit_card,1,278.54
ORDR40095,1,credit_card,1,4.88
ORDR49489,1,credit_card,2,168.75
ORDR60870,1,credit_card,3,135.49
ORDR65730,1,credit_card,1,93.78
ORDR84149,1,credit_card,1,74.85
ORDR11902,1,credit_card,10,117.07
ORDR09685,1,credit_card,3,62.73
ORDR12318,1,credit_card,5,133.76
ORDR27779,1,debit_card,1,85.14
ORDR83913,1,credit_card,10,465.21
ORDR46155,1,credit_card,5,719.65
ORDR05619,1,credit_card,4,198.9
ORDR87448,1,credit_card,1,35.38
ORDR54780,1,credit_card,10,928.96
ORDR11418,1,credit_card,4,194.45
ORDR07477,1,credit_card,1,118.46
ORDR23945,1,UPI,1,43.09
ORDR01208,1,credit_card,6,162.04
ORDR80708,1,UPI,1,55.1
ORDR88090,1,UPI,1,37.52
ORDR07393,1,credit_card,10,221.57
ORDR47700,1,credit_card,10,481.52
ORDR20488,1,UPI,1,192.91
ORDR26043,1,credit_card,10,113.56
ORDR59230,1,UPI,1,56.6
ORDR09214,1,credit_card,1,1.04
ORDR43886,1,credit_card,2,336.28
ORDR18739,1,credit_card,4,71.84
ORDR05869,2,voucher,1,85.51
ORDR84573,1,voucher,1,45.0
ORDR54897,1,credit_card,5,67.36
ORDR71680,1,credit_card,1,27.19
ORDR16437,1,credit_card,10,699.94
ORDR17878,1,credit_card,2,121.62
ORDR33898,1,credit_card,1,194.22
ORDR82224,1,credit_card,1,16.75
ORDR46985,1,credit_card,1,223.22
ORDR20292,1,credit_card,4,130.15
ORDR82567,1,credit_card,3,145.56
ORDR30199,1,credit_card,2,466.9
ORDR40419,1,UPI,1,154.35
ORDR72959,1,UPI,1,45.09
ORDR22367,1,credit_card,2,154.72
ORDR00001,3,voucher,1,2.0
ORDR85652,1,credit_card,8,156.64
ORDR82012,1,credit_card,2,185.84
ORDR07285,1,credit_card,3,237.59
ORDR59536,1,credit_card,1,118.99
ORDR65133,1,credit_card,6,428.91
ORDR13305,1,credit_card,4,85.81
ORDR15169,1,credit_card,4,89.48
ORDR90500,1,credit_card,8,307.94
ORDR32816,2,voucher,1,111.67
ORDR48852,1,credit_card,1,35.0
ORDR91238,1,credit_card,1,65.77
ORDR91888,1,credit_card,2,89.56
ORDR91714,1,credit_card,4,45.34
ORDR29690,1,credit_card,4,416.86
657b8dbc222ac9b5b61eab078c16b3c2,1,UPI,1,28.0
ORDR22483,1,credit_card,1,64.11
ORDR90891,1,credit_card,6,96.22
ORDR88473,1,UPI,1,111.13
ORDR17954,1,credit_card,1,31.13
ORDR77922,9,voucher,1,6.96
ORDR33183,1,credit_card,1,77.98
ORDR48773,1,UPI,1,793.09
ORDR85907,1,credit_card,8,82.78
ORDR19694,1,UPI,1,37.83
ORDR84064,1,credit_card,1,118.88
ORDR49626,1,credit_card,2,157.45
ORDR64060,1,UPI,1,77.57
ORDR70184,1,credit_card,2,61.62
ORDR73780,1,UPI,1,46.85
ORDR59421,1,credit_card,1,46.13
ORDR77774,1,credit_card,1,32.38
ORDR17222,1,credit_card,4,61.75
ORDR34587,1,credit_card,4,283.52
ORDR67459,1,credit_card,1,97.89
ORDR91925,1,credit_card,4,217.06
ORDR95017,1,UPI,1,133.69
ORDR59996,1,credit_card,2,188.07
ORDR17944,6,voucher,1,300.0
ORDR79641,1,credit_card,2,138.89
ORDR73751,1,UPI,1,237.99
ORDR06397,1,UPI,1,119.3
ORDR04573,1,credit_card,10,176.7
ORDR82237,1,credit_card,10,291.5
ORDR24494,1,credit_card,4,299.26
ORDR03705,1,credit_card,4,204.31
ORDR76644,1,UPI,1,125.27
ORDR86163,1,credit_card,2,348.78
ORDR50136,1,UPI,1,112.44
ORDR74744,1,UPI,1,78.87
ORDR26951,1,credit_card,6,106.16
ORDR16925,1,credit_card,2,373.16
ORDR34029,3,voucher,1,46.98
ORDR03780,1,credit_card,1,232.65
ORDR42558,1,credit_card,1,171.48
ORDR35855,1,credit_card,5,101.96
ORDR64174,1,credit_card,10,205.42
ORDR58280,1,credit_card,1,65.06
ORDR62551,1,credit_card,1,67.28
ORDR25524,1,credit_card,1,70.72
ORDR58038,1,UPI,1,163.92
ORDR01298,1,credit_card,8,100.47
ORDR18782,1,voucher,1,148.24
ORDR07985,1,credit_card,1,88.14
ORDR45252,1,credit_card,2,37.6
ORDR84634,1,UPI,1,51.96
ORDR52467,1,credit_card,10,343.07
ORDR87758,1,credit_card,1,318.93
ORDR01950,1,UPI,1,365.6
ORDR03745,1,credit_card,3,110.43
ORDR28042,1,UPI,1,83.57
ORDR33038,1,UPI,1,55.54
ORDR43681,1,credit_card,2,146.66
ORDR59137,1,credit_card,2,307.5
ORDR77361,1,credit_card,10,1040.01
ORDR06136,1,credit_card,1,111.85
ORDR68311,1,credit_card,2,133.18
ORDR55746,1,credit_card,1,85.62
ORDR32854,1,credit_card,1,38.3
ORDR29798,1,credit_card,5,80.11
ORDR11753,1,credit_card,1,65.77
ORDR88432,1,credit_card,2,65.71
ORDR84706,1,credit_card,2,92.75
ORDR42131,1,UPI,1,52.52
ORDR92010,1,credit_card,4,66.6
ORDR07826,1,credit_card,1,23.38
ORDR44812,1,UPI,1,45.61
ORDR45786,1,voucher,1,95.21
ORDR88122,1,credit_card,4,100.34
ORDR58540,2,voucher,1,19.46
ORDR31360,1,credit_card,2,43.51
ORDR94577,1,credit_card,3,37.22
ORDR21338,1,credit_card,1,70.49
ORDR21196,1,UPI,1,52.38
ORDR30926,1,credit_card,2,28.42
ORDR57779,1,credit_card,2,77.57
ORDR28346,1,UPI,1,80.74
ORDR83784,1,credit_card,6,59.99
ORDR73770,1,credit_card,2,97.13
ORDR77796,1,UPI,1,131.95
ORDR06291,1,credit_card,2,95.31
ORDR92536,1,credit_card,1,206.97
ORDR70769,1,credit_card,2,62.01
ORDR35738,1,credit_card,8,162.89
ORDR91413,1,credit_card,1,35.25
ORDR84637,3,voucher,1,49.8
ORDR01386,1,credit_card,1,108.21
ORDR23482,1,UPI,1,131.51
ORDR30186,2,voucher,1,100.0
ORDR22512,1,debit_card,1,210.99
ORDR61751,1,credit_card,8,84.48
ORDR92771,1,credit_card,2,61.84
ORDR83527,1,UPI,1,67.5
ORDR90356,1,credit_card,1,163.39
ORDR72436,1,credit_card,5,116.01
ORDR12889,2,voucher,1,143.12
ORDR42833,1,credit_card,9,98.22
ORDR16451,1,credit_card,7,329.1
ORDR83386,1,credit_card,2,199.98
ORDR28039,1,UPI,1,64.09
ORDR94473,1,credit_card,1,25.61
ORDR71016,1,UPI,1,232.39
ORDR69943,2,voucher,1,52.1
ORDR85216,1,credit_card,1,25.5
ORDR74719,1,credit_card,1,81.72
ORDR26244,1,UPI,1,225.71
ORDR20927,1,credit_card,1,76.38
ORDR38689,1,credit_card,5,335.47
ORDR70399,2,voucher,1,13.63
ORDR12445,1,credit_card,7,163.33
ORDR88863,1,credit_card,1,26.3
ORDR60879,1,credit_card,1,38.0
ORDR17248,1,UPI,1,53.99
ORDR24682,2,voucher,1,294.54
ORDR55793,1,credit_card,1,53.7
ORDR01277,1,credit_card,1,163.68
ORDR13194,1,credit_card,2,126.8
ORDR65566,1,credit_card,1,35.0
ORDR47359,1,credit_card,4,1205.79
ORDR69640,1,credit_card,1,68.64
ORDR51294,1,UPI,1,339.37
ORDR17670,1,credit_card,2,106.15
ORDR81484,1,UPI,1,31.88
ORDR44351,1,UPI,1,52.01
ORDR42624,1,credit_card,1,80.23
ORDR48369,1,credit_card,2,164.34
ORDR18005,1,credit_card,5,136.6
ORDR55494,1,credit_card,2,73.15
ORDR93149,1,credit_card,4,250.48
ORDR11429,1,UPI,1,52.54
ORDR92632,1,UPI,1,96.8
ORDR61396,1,credit_card,2,199.31
ORDR64599,1,UPI,1,110.88
ORDR02958,1,credit_card,1,36.85
ORDR74882,1,credit_card,4,295.18
ORDR90578,1,credit_card,2,163.24
ORDR65486,1,credit_card,2,53.36
ORDR28012,1,credit_card,2,98.34
ORDR47475,1,credit_card,2,160.44
ORDR28690,1,credit_card,1,101.75
ORDR11195,1,UPI,1,340.81
ORDR04896,1,credit_card,3,100.37
ORDR14110,1,credit_card,8,88.0
ORDR86233,1,credit_card,3,190.37
ORDR68373,1,credit_card,1,142.7
ORDR36105,1,credit_card,6,215.19
ORDR40242,1,credit_card,1,70.36
ORDR32171,1,credit_card,1,46.19
ORDR95527,1,credit_card,10,204.38
ORDR60606,1,credit_card,1,21.04
ORDR24897,1,credit_card,2,178.11
ORDR38239,1,credit_card,2,139.32
ORDR08947,1,credit_card,3,133.05
ORDR00928,3,voucher,1,25.0
ORDR81405,1,UPI,1,50.5
ORDR48530,1,credit_card,4,144.33
ORDR45132,1,credit_card,2,109.31
ORDR88043,1,credit_card,1,33.75
ORDR05560,1,credit_card,2,218.45
195070d2d0eb1da7d93b958bce36d1ef,1,UPI,1,30.95
ORDR79325,1,credit_card,4,294.19
ORDR45310,1,credit_card,6,69.64
ORDR79185,1,credit_card,4,124.82
ORDR18619,1,credit_card,10,253.08
ORDR52555,1,credit_card,5,53.62
ORDR86801,1,credit_card,1,209.36
ORDR82496,1,credit_card,4,160.75
ORDR46354,1,credit_card,4,66.71
ORDR62794,1,credit_card,2,143.98
ORDR69977,1,credit_card,4,221.44
ORDR02443,1,credit_card,4,1916.08
ORDR62827,1,credit_card,1,187.26
ORDR07700,2,voucher,1,22.7
ORDR09900,1,UPI,1,128.75
ORDR39105,1,credit_card,1,517.72
ORDR52095,2,voucher,1,29.6
ORDR08707,3,voucher,1,16.81
ORDR72924,1,credit_card,2,124.01
ORDR89037,1,credit_card,3,152.87
ORDR69618,1,credit_card,2,167.72
ORDR03496,1,credit_card,1,41.75
ORDR92111,1,credit_card,1,110.0
ORDR08662,1,credit_card,2,68.02
ORDR11141,1,credit_card,2,75.25
ORDR54482,1,credit_card,1,58.09
ORDR92642,1,debit_card,1,335.73
ORDR93286,1,credit_card,1,175.77
19549a52bf4ab2fd2bab7f190e21a4c8,1,credit_card,1,57.06
ORDR75451,1,UPI,1,96.4
ORDR93640,1,UPI,1,207.02
ORDR25488,1,credit_card,1,32.38
ORDR40661,1,UPI,1,132.03
ORDR21845,1,UPI,1,81.88
ORDR04229,1,UPI,1,35.68
ORDR05093,1,credit_card,1,37.34
ORDR62359,1,credit_card,2,119.41
ORDR96314,1,UPI,1,146.36
ORDR10873,1,credit_card,3,74.2
ORDR65334,1,UPI,1,106.29
ORDR37922,1,UPI,1,45.0
ORDR76412,1,credit_card,2,20.82
ORDR78895,1,credit_card,1,28.75
ORDR42517,1,credit_card,2,166.59
ORDR56902,1,credit_card,1,27.23
ORDR26370,1,credit_card,5,293.36
ORDR63162,1,credit_card,9,190.86
ORDR24436,1,credit_card,1,39.81
ORDR20635,1,credit_card,1,23.76
ORDR06377,1,credit_card,8,102.13
ORDR81620,2,voucher,1,40.63
ORDR31676,1,credit_card,1,29.85
ORDR79264,1,credit_card,4,237.59
ORDR68490,1,credit_card,5,170.89
ORDR30996,1,credit_card,1,184.35
ORDR66730,1,credit_card,1,41.84
ORDR32882,1,credit_card,1,101.16
ORDR55713,1,credit_card,12,435.96
ORDR40429,1,credit_card,3,72.6
ORDR47111,1,UPI,1,88.18
ORDR29353,1,credit_card,8,353.67
ORDR48431,1,credit_card,8,113.24
ORDR95069,1,credit_card,2,29.4
ORDR77728,1,credit_card,2,44.42
ORDR64943,1,credit_card,9,102.86
ORDR35319,1,credit_card,1,91.99
ORDR49160,1,credit_card,1,97.2
ORDR39532,1,credit_card,1,30.13
ORDR59542,1,credit_card,4,165.26
ORDR84621,1,credit_card,2,111.32
ORDR38581,1,UPI,1,61.05
ORDR33558,1,UPI,1,195.93
ORDR12665,1,UPI,1,73.27
ORDR13257,1,credit_card,6,123.89
ORDR47612,1,credit_card,1,165.3
ORDR90109,1,credit_card,1,82.33
ORDR41453,1,credit_card,1,26.28
ORDR28251,1,credit_card,1,35.78
ORDR12051,1,credit_card,3,64.31
ORDR75500,1,credit_card,1,69.77
ORDR09781,1,credit_card,1,257.85
ORDR07788,1,UPI,1,43.59
ORDR48726,1,credit_card,1,90.83
ORDR43542,1,credit_card,4,99.33
ORDR88584,1,credit_card,6,158.22
ORDR83128,1,credit_card,1,37.29
ORDR16521,1,credit_card,1,186.6
ORDR01407,1,credit_card,2,21.01
ORDR17922,1,credit_card,1,56.39
ORDR78834,1,credit_card,4,44.1
ORDR13842,1,credit_card,10,157.27
ORDR66109,1,credit_card,2,88.58
ORDR19005,1,credit_card,2,113.62
ORDR51194,1,UPI,1,1121.01
ORDR61424,1,credit_card,2,42.68
ORDR64848,1,credit_card,3,182.68
ORDR02480,1,credit_card,3,115.42
ORDR19338,1,UPI,1,97.72
ORDR61177,1,credit_card,1,48.23
ORDR00875,1,credit_card,1,55.13
ORDR46715,1,UPI,1,92.59
ORDR80772,1,credit_card,1,596.4
ORDR49390,11,voucher,1,8.35
ORDR05213,1,credit_card,1,35.0
ORDR44279,1,credit_card,2,88.74
ORDR03977,1,UPI,1,116.13
ORDR53721,1,credit_card,1,88.87
ORDR05347,1,credit_card,4,191.88
ORDR79738,1,UPI,1,57.5
ORDR19825,1,credit_card,1,105.69
ORDR27881,1,debit_card,1,547.58
ORDR38856,1,UPI,1,239.44
ORDR56423,1,credit_card,1,49.24
ORDR63175,1,credit_card,2,312.74
ORDR94908,1,UPI,1,139.5
ORDR53603,1,credit_card,1,128.1
ORDR44976,1,UPI,1,62.25
ORDR23135,1,credit_card,10,427.46
ORDR87856,1,credit_card,1,76.34
ORDR69466,1,credit_card,4,252.6
ORDR03058,1,credit_card,1,123.89
ORDR76878,1,credit_card,2,26.39
ORDR90930,1,credit_card,5,91.57
ORDR30291,1,credit_card,8,97.12
ORDR63106,1,credit_card,2,75.07
ORDR22666,1,UPI,1,120.52
ORDR16055,1,credit_card,4,46.84
ORDR73620,1,credit_card,10,1657.57
bd35b677fd239386e9861d11ae98ab56,1,voucher,1,84.58
ORDR67390,1,credit_card,1,47.5
ORDR57150,1,UPI,1,1240.85
ORDR39876,1,credit_card,3,260.0
ORDR29936,1,credit_card,2,108.0
ORDR91703,1,credit_card,5,118.41
ORDR64629,1,UPI,1,33.17
ORDR62055,1,UPI,1,363.99
ORDR90115,1,UPI,1,47.01
ORDR14282,1,credit_card,1,84.62
ORDR26272,1,debit_card,1,80.7
ORDR65107,1,credit_card,1,43.06
ORDR44956,1,credit_card,10,199.89
ORDR48361,1,credit_card,3,162.1
ORDR51734,1,UPI,1,34.13
ORDR23266,1,credit_card,1,152.16
ORDR00025,1,UPI,1,125.43
ORDR60414,1,voucher,1,81.34
ORDR81051,1,UPI,1,411.21
ORDR78271,1,UPI,1,72.65
ORDR04472,1,credit_card,3,89.28
ORDR31391,1,credit_card,5,245.35
ORDR03095,1,credit_card,6,338.51
ORDR03466,1,UPI,1,194.1
ORDR43344,1,credit_card,1,68.37
ORDR61364,1,credit_card,1,56.47
ORDR81805,1,credit_card,2,44.69
ORDR28196,1,credit_card,4,92.5
ORDR83888,1,credit_card,2,54.18
ORDR86543,1,credit_card,1,76.58
ORDR74314,1,UPI,1,56.78
ORDR08671,1,UPI,1,39.24
ORDR94733,1,credit_card,1,43.72
ORDR61534,1,credit_card,3,61.91
ORDR36123,1,credit_card,4,61.93
ORDR20524,1,credit_card,8,539.85
ORDR10352,1,credit_card,2,158.3
ORDR96079,1,credit_card,8,399.56
ORDR14662,1,credit_card,1,62.44
ORDR78325,1,credit_card,6,139.38
ORDR12556,1,credit_card,1,54.7
ORDR15814,1,credit_card,1,40.25
ORDR18033,1,credit_card,1,114.67
ORDR25283,1,UPI,1,726.06
ORDR60444,1,credit_card,3,66.6
ORDR23854,1,debit_card,1,59.97
ORDR22562,1,UPI,1,196.43
ORDR51152,1,UPI,1,88.03
ORDR43280,1,UPI,1,88.72
ORDR00195,1,credit_card,5,305.7
ORDR82297,1,credit_card,6,118.83
ORDR64115,1,credit_card,1,42.42
ORDR44148,1,UPI,1,93.26
ORDR60550,1,credit_card,3,42.69
ORDR11075,1,credit_card,5,113.19
ORDR46644,1,credit_card,1,155.89
ORDR20012,1,UPI,1,30.95
ORDR32734,1,credit_card,8,114.49
ORDR88823,1,credit_card,3,324.15
ORDR85353,1,credit_card,1,71.13
ORDR17266,1,credit_card,2,109.31
ORDR93420,1,debit_card,1,276.21
ORDR25970,1,credit_card,1,27.88
ORDR96207,1,credit_card,8,167.98
ORDR84317,1,credit_card,10,168.83
ORDR90645,1,credit_card,4,118.49
ORDR26946,1,credit_card,2,84.23
ORDR95763,1,credit_card,1,151.05
ORDR47716,1,credit_card,10,216.82
ORDR42749,1,credit_card,1,116.21
ORDR65063,2,voucher,1,106.96
ORDR18882,1,credit_card,1,16.83
ORDR57510,1,credit_card,3,174.75
ORDR76145,1,credit_card,6,146.88
ORDR38928,1,credit_card,1,189.66
ORDR13668,1,UPI,1,119.66
ORDR24450,1,credit_card,10,220.63
ORDR41438,1,credit_card,3,180.75
ORDR21841,1,credit_card,5,176.66
ORDR09060,1,credit_card,8,193.16
ORDR78701,1,credit_card,4,99.65
ORDR09202,1,credit_card,3,58.71
ORDR45935,1,UPI,1,26.7
ORDR55111,1,credit_card,1,37.33
ORDR60274,1,credit_card,10,368.11
ORDR95202,1,credit_card,4,197.37
ORDR22147,1,credit_card,1,54.0
ORDR74415,1,UPI,1,42.09
ORDR26263,10,voucher,1,13.27
ORDR00163,1,credit_card,1,38.41
ORDR33416,1,credit_card,1,73.34
ORDR65734,1,credit_card,1,194.64
ORDR21677,1,credit_card,1,38.14
ORDR64053,1,credit_card,4,1013.8
ORDR11647,1,credit_card,7,296.42
ORDR56240,1,credit_card,6,253.08
ORDR56954,1,credit_card,1,101.73
ORDR71088,1,credit_card,1,200.02
ORDR06373,1,credit_card,1,38.09
ORDR04759,1,credit_card,1,115.35
ORDR60991,1,credit_card,3,211.91
ORDR75437,1,credit_card,4,41.85
ORDR64491,1,credit_card,2,102.84
ORDR37869,1,credit_card,3,261.45
ORDR86423,1,UPI,1,293.58
ORDR78923,1,credit_card,10,169.82
2eecb0d85f281280f79fa00f9cec1a95,1,UPI,1,154.23
ORDR77920,1,UPI,1,45.86
ORDR44309,1,credit_card,3,140.15
ORDR36572,1,credit_card,1,58.74
ORDR56292,1,credit_card,4,119.69
ORDR37637,1,credit_card,2,204.85
ORDR80642,1,credit_card,1,40.0
ORDR32698,1,credit_card,1,82.6
ORDR95194,1,credit_card,2,43.1
ORDR87850,1,credit_card,4,43.84
ORDR94180,1,credit_card,7,159.65
ORDR95073,1,credit_card,1,61.39
ORDR59297,1,credit_card,3,157.34
ORDR10858,1,credit_card,2,41.53
ORDR59809,1,credit_card,5,112.87
ORDR29440,1,credit_card,1,72.43
ORDR63916,1,credit_card,2,135.46
ORDR09383,1,UPI,1,90.26
ORDR41034,1,credit_card,1,32.13
ORDR40129,1,credit_card,3,35.68
ORDR00389,1,credit_card,1,301.3
ORDR89010,1,credit_card,1,101.24
ORDR29251,3,voucher,1,38.77
ORDR59365,1,credit_card,3,167.8
ORDR81269,1,credit_card,2,105.31
ORDR66881,1,credit_card,1,102.64
ORDR33879,1,credit_card,2,155.01
ORDR67171,1,credit_card,1,84.49
ORDR34899,1,credit_card,2,106.16
ORDR01271,1,credit_card,7,70.12
ORDR71974,1,credit_card,4,90.88
ORDR29811,1,credit_card,4,138.96
ORDR83723,1,credit_card,10,228.72
ORDR46093,1,UPI,1,86.36
ORDR23144,9,voucher,1,2.24
ORDR95223,1,credit_card,1,66.15
ORDR85086,1,credit_card,1,470.06
ORDR05889,1,credit_card,3,92.45
ORDR87009,2,voucher,1,75.93
ORDR61417,1,credit_card,1,107.85
ORDR03504,1,credit_card,12,157.22
ORDR70326,1,credit_card,2,109.41
ORDR43613,1,UPI,1,729.65
ORDR74844,1,credit_card,10,2324.99
ORDR94200,1,credit_card,3,93.97
ORDR93377,1,credit_card,8,767.33
ORDR57265,1,credit_card,8,227.28
88083e8f64d95b932164187484d90212,1,UPI,1,127.04
ORDR05553,1,credit_card,2,410.38
ORDR80569,2,voucher,1,164.52
ORDR27912,1,credit_card,1,74.15
ORDR65316,1,credit_card,1,65.71
ORDR92296,1,credit_card,6,174.81
ORDR44062,1,UPI,1,86.14
697705c05da5ef945de721dd31bf23c6,1,credit_card,1,26.12
ORDR64256,1,credit_card,1,5.25
3324e0b9570581be76b4559b10df4aba,1,UPI,1,54.44
ORDR29626,1,credit_card,1,32.38
ORDR95562,2,debit_card,1,35.77
ORDR30685,1,credit_card,6,61.01
ORDR87252,1,credit_card,1,94.94
ORDR72030,1,credit_card,4,272.61
ORDR38651,1,credit_card,6,397.31
ORDR62312,2,voucher,1,142.56
ORDR36837,1,credit_card,2,57.53
ORDR30954,1,credit_card,6,155.22
ORDR45693,1,credit_card,5,210.81
ORDR45348,1,credit_card,6,238.78
ORDR18465,1,credit_card,6,96.0
ORDR45093,1,credit_card,2,163.44
ORDR13715,1,credit_card,7,87.62
ORDR36516,1,credit_card,1,128.24
ORDR55838,1,credit_card,2,45.09
ORDR71279,1,credit_card,2,57.98
ORDR67634,1,credit_card,9,241.15
ORDR93542,1,credit_card,1,19.36
ORDR22347,3,voucher,1,16.97
ORDR77259,1,UPI,1,238.22
ORDR54109,1,credit_card,2,163.79
ORDR79197,1,UPI,1,131.71
ORDR67276,1,credit_card,10,203.09
ORDR39026,1,credit_card,2,113.4
ORDR17830,1,credit_card,10,596.21
ORDR18982,2,voucher,1,38.17
ORDR47597,1,credit_card,5,536.53
ORDR49151,1,credit_card,18,501.08
ORDR18475,1,credit_card,1,55.53
ORDR87527,1,credit_card,1,3.21
ORDR23757,1,UPI,1,196.34
ORDR92969,1,credit_card,6,320.73
ORDR39708,1,credit_card,10,666.45
ORDR59426,1,UPI,1,89.36
ORDR26858,1,credit_card,1,20.03
ORDR07748,1,credit_card,1,115.43
ORDR53577,1,debit_card,1,126.19
ORDR04510,1,credit_card,7,73.97
ORDR31996,1,UPI,1,18.62
ORDR51528,1,credit_card,1,159.89
ORDR42022,1,credit_card,2,119.57
ORDR35037,1,UPI,1,189.37
ORDR39454,1,voucher,1,35.1
ORDR10222,1,credit_card,10,145.01
ORDR69373,1,UPI,1,55.09
ORDR18323,1,credit_card,5,144.31
ORDR14755,1,credit_card,1,74.49
c0a4f59b8df4e3d9d73bc2d28982fb1c,1,credit_card,1,76.29
ORDR48534,1,credit_card,8,89.07
ORDR58040,1,credit_card,1,55.96
ORDR30365,1,credit_card,8,99.7
ORDR55413,1,credit_card,2,276.52
ORDR40793,1,credit_card,2,174.41
ORDR93262,1,credit_card,1,67.24
ORDR56540,1,credit_card,1,87.01
ORDR35564,1,credit_card,10,256.91
ORDR07474,18,voucher,1,1.7
ORDR83062,1,credit_card,5,99.9
ORDR08666,1,credit_card,1,95.37
ORDR36548,1,credit_card,3,111.2
ORDR55119,1,credit_card,2,172.62
ORDR09246,1,credit_card,2,49.02
ORDR81863,1,credit_card,10,882.87
ORDR68437,1,credit_card,2,162.47
ORDR72176,1,credit_card,1,44.76
ORDR96005,1,credit_card,1,92.9
ORDR09186,1,UPI,1,31.11
abfacef50a27d7cea3f2c7aa60c08245,1,UPI,1,45.0
ORDR51316,1,credit_card,5,120.87
ORDR39947,1,credit_card,1,61.01
ORDR81430,1,UPI,1,303.34
ORDR57372,1,credit_card,1,2.5
ORDR26501,1,voucher,1,72.25
